,image,class,location
5970,3304.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3304.jpg
5971,3318.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3318.jpg
5972,3325.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3325.jpg
5973,333.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/333.jpg
5974,3330.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3330.jpg
5975,3334.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3334.jpg
5976,3354.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3354.jpg
5977,3355.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3355.jpg
5978,3365.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3365.jpg
5979,3366.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3366.jpg
5980,3369.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3369.jpg
5981,3370.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3370.jpg
5982,3375.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3375.jpg
5983,3382.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3382.jpg
5984,3389.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3389.jpg
5985,3394.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3394.jpg
5986,3406.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3406.jpg
5987,3416.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3416.jpg
5988,3428.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3428.jpg
5989,3429.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3429.jpg
5990,3435.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3435.jpg
5991,3443.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3443.jpg
5992,3448.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3448.jpg
5993,3456.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3456.jpg
5994,348.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/348.jpg
5995,3480.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3480.jpg
5996,3485.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3485.jpg
5997,3498.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3498.jpg
5998,3510.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3510.jpg
5999,3512.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3512.jpg
6000,3513.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3513.jpg
6001,3518.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3518.jpg
6002,3519.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3519.jpg
6003,3521.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3521.jpg
6004,3526.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3526.jpg
6005,353.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/353.jpg
6006,3530.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3530.jpg
6007,3533.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3533.jpg
6008,3538.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3538.jpg
6009,355.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/355.jpg
6010,3553.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3553.jpg
6011,3557.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3557.jpg
6012,3573.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3573.jpg
6013,3585.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3585.jpg
6014,3586.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3586.jpg
6015,359.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/359.jpg
6016,3602.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3602.jpg
6017,3604.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3604.jpg
6018,3610.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3610.jpg
6019,3631.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3631.jpg
6020,3647.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3647.jpg
6021,3659.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3659.jpg
6022,3666.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3666.jpg
6023,3674.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3674.jpg
6024,3675.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3675.jpg
6025,3683.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3683.jpg
6026,3693.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3693.jpg
6027,3694.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3694.jpg
6028,3695.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3695.jpg
6029,3706.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3706.jpg
6030,3708.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3708.jpg
6031,3713.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3713.jpg
6032,3727.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3727.jpg
6033,3736.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3736.jpg
6034,3741.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3741.jpg
6035,3744.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3744.jpg
6036,3746.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3746.jpg
6037,3747.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3747.jpg
6038,3750.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3750.jpg
6039,3752.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3752.jpg
6040,3759.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3759.jpg
6041,3761.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3761.jpg
6042,3769.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3769.jpg
6043,3777.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3777.jpg
6044,3785.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3785.jpg
6045,3796.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3796.jpg
6046,3801.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3801.jpg
6047,3803.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3803.jpg
6048,3808.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3808.jpg
6049,381.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/381.jpg
6050,3818.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3818.jpg
6051,3827.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3827.jpg
6052,3843.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3843.jpg
6053,3848.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3848.jpg
6054,3862.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3862.jpg
6055,3864.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3864.jpg
6056,3868.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3868.jpg
6057,3874.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3874.jpg
6058,3875.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3875.jpg
6059,3880.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3880.jpg
6060,3885.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3885.jpg
6061,3902.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3902.jpg
6062,3904.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3904.jpg
6063,3951.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3951.jpg
6064,3964.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3964.jpg
6065,3998.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3998.jpg
6066,3999.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/3999.jpg
6067,40.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/40.jpg
6068,4006.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4006.jpg
6069,4015.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4015.jpg
6070,4018.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4018.jpg
6071,4024.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4024.jpg
6072,4039.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4039.jpg
6073,404.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/404.jpg
6074,4044.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4044.jpg
6075,4054.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4054.jpg
6076,4055.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4055.jpg
6077,4056.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4056.jpg
6078,4059.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4059.jpg
6079,4064.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4064.jpg
6080,4070.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4070.jpg
6081,4077.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4077.jpg
6082,4084.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4084.jpg
6083,4092.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4092.jpg
6084,4109.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4109.jpg
6085,4115.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4115.jpg
6086,4119.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4119.jpg
6087,4125.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4125.jpg
6088,4128.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4128.jpg
6089,4132.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4132.jpg
6090,4143.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4143.jpg
6091,4147.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4147.jpg
6092,4159.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4159.jpg
6093,417.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/417.jpg
6094,4171.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4171.jpg
6095,4175.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4175.jpg
6096,4182.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4182.jpg
6097,4187.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4187.jpg
6098,4193.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4193.jpg
6099,4194.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4194.jpg
6100,4205.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4205.jpg
6101,421.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/421.jpg
6102,4210.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4210.jpg
6103,4217.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4217.jpg
6104,4218.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4218.jpg
6105,4227.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4227.jpg
6106,4231.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4231.jpg
6107,4235.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4235.jpg
6108,4238.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4238.jpg
6109,4249.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4249.jpg
6110,4273.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4273.jpg
6111,4276.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4276.jpg
6112,4295.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4295.jpg
6113,43.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/43.jpg
6114,4312.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4312.jpg
6115,4317.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4317.jpg
6116,4340.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4340.jpg
6117,4342.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4342.jpg
6118,4370.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4370.jpg
6119,4372.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4372.jpg
6120,4373.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4373.jpg
6121,4375.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4375.jpg
6122,4377.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4377.jpg
6123,4385.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4385.jpg
6124,4400.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4400.jpg
6125,4425.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4425.jpg
6126,4435.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4435.jpg
6127,4436.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4436.jpg
6128,445.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/445.jpg
6129,4451.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4451.jpg
6130,446.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/446.jpg
6131,4460.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4460.jpg
6132,4461.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4461.jpg
6133,4465.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4465.jpg
6134,4467.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4467.jpg
6135,4476.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4476.jpg
6136,4478.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4478.jpg
6137,4485.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4485.jpg
6138,4488.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4488.jpg
6139,4492.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4492.jpg
6140,4499.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4499.jpg
6141,4505.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4505.jpg
6142,4507.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4507.jpg
6143,4532.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4532.jpg
6144,4537.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4537.jpg
6145,4540.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4540.jpg
6146,4548.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4548.jpg
6147,4552.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4552.jpg
6148,4566.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4566.jpg
6149,4575.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4575.jpg
6150,4576.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4576.jpg
6151,4595.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4595.jpg
6152,4599.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4599.jpg
6153,460.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/460.jpg
6154,4604.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4604.jpg
6155,4607.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4607.jpg
6156,4612.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4612.jpg
6157,4640.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4640.jpg
6158,4647.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4647.jpg
6159,4650.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4650.jpg
6160,4658.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4658.jpg
6161,4659.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4659.jpg
6162,4661.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4661.jpg
6163,4663.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4663.jpg
6164,4666.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4666.jpg
6165,4675.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4675.jpg
6166,4678.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4678.jpg
6167,4694.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4694.jpg
6168,470.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/470.jpg
6169,4708.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4708.jpg
6170,4717.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4717.jpg
6171,4725.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4725.jpg
6172,473.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/473.jpg
6173,4741.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4741.jpg
6174,4742.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4742.jpg
6175,4752.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4752.jpg
6176,4759.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4759.jpg
6177,4786.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4786.jpg
6178,4808.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4808.jpg
6179,4813.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4813.jpg
6180,4814.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4814.jpg
6181,4827.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4827.jpg
6182,4829.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4829.jpg
6183,4834.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4834.jpg
6184,4841.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4841.jpg
6185,4845.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4845.jpg
6186,4852.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4852.jpg
6187,4854.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4854.jpg
6188,4858.jpg,2,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/glacier/4858.jpg
